word,ENT,Musculoskeletal,Respiratory
cruz,0.0,0.0,1.0
cry,0.0,0.0,2.0
crying,1.0,1.0,0.0
cryosurgical,1.0,0.0,0.0
cryptogenic,0.0,0.0,2.0
crypts,1.0,0.0,0.0
crystalline,0.0,0.0,1.0
crystallize,0.0,1.0,0.0
crystallizes,0.0,1.0,0.0
crystals,0.0,6.0,0.0
csf,0.0,0.0,3.0
ct,10.0,11.0,7.0
ctive,0.0,0.0,1.0
cuddle,0.0,1.0,0.0
cuff,0.0,3.0,6.0
cuffed,0.0,0.0,1.0
culture,20.0,6.0,19.0
cultured,0.0,0.0,1.0
cultures,1.0,2.0,9.0
cumulative,1.0,0.0,0.0
cupational,1.0,0.0,0.0
cups,0.0,1.0,0.0
curd,0.0,0.0,1.0
cure,0.0,0.0,1.0
cures,0.0,1.0,0.0
curled,0.0,1.0,0.0
curls,0.0,1.0,0.0
currant,0.0,0.0,1.0
current,0.0,3.0,3.0
currently,0.0,0.0,1.0
curs,2.0,0.0,0.0
curvature,0.0,12.0,0.0
curvatures,0.0,1.0,0.0
curve,2.0,17.0,0.0
curves,0.0,10.0,0.0
curving,0.0,3.0,0.0
cushing,0.0,2.0,0.0
cushion,0.0,1.0,0.0
cushionlike,0.0,1.0,0.0
cushions,0.0,1.0,0.0
cut,0.0,2.0,0.0
cutaneouserythema,0.0,0.0,1.0
cutting,0.0,3.0,0.0
cwp,0.0,0.0,21.0
cyanos,1.0,0.0,0.0
cyanosis,1.0,1.0,15.0
cyanotic,0.0,1.0,2.0
cycle,0.0,2.0,0.0
cycles,0.0,0.0,2.0
cyclizine,1.0,0.0,0.0
cyclobenzaprine,0.0,1.0,0.0
cyclooxygenase,0.0,1.0,0.0
cyclophosphamide,0.0,0.0,2.0
cycloserine,0.0,0.0,1.0
cylindrical,0.0,0.0,2.0
cyst,2.0,0.0,0.0
cystic,3.0,0.0,12.0
cystlike,1.0,1.0,0.0
cystobstruction,1.0,0.0,0.0
cysts,1.0,3.0,2.0
cytokines,0.0,0.0,1.0
cytologic,0.0,0.0,1.0
cytology,0.0,0.0,1.0
cytomegalovirusdifficult,0.0,0.0,1.0
cytoplasmic,0.0,0.0,1.0
cytotoxic,0.0,1.0,1.0
d,2.0,16.0,4.0
da,10.0,2.0,2.0
daily,4.0,18.0,21.0
dal,0.0,0.0,1.0
damage,9.0,28.0,17.0
damaged,0.0,4.0,1.0
damages,0.0,0.0,1.0
damp,2.0,1.0,0.0
dampness,0.0,1.0,0.0
dange,3.0,0.0,0.0
danger,0.0,0.0,1.0
dangerously,0.0,0.0,1.0
dangers,2.0,0.0,0.0
dangle,0.0,1.0,0.0
dangling,0.0,2.0,0.0
danish,0.0,1.0,0.0
dark,3.0,1.0,0.0
data,0.0,1.0,1.0
datararely,0.0,0.0,1.0
day,5.0,13.0,10.0
days,18.0,13.0,13.0
daysalthough,1.0,0.0,0.0
db,13.0,0.0,0.0
ddh,0.0,8.0,0.0
de,2.0,5.0,5.0
dead,0.0,3.0,2.0
deaf,1.0,0.0,0.0
deafness,8.0,0.0,0.0
deal,0.0,2.0,2.0
death,3.0,3.0,31.0
deaths,0.0,0.0,2.0
debate,0.0,0.0,1.0
debilitated,0.0,0.0,1.0
debilitating,0.0,2.0,2.0
debilitation,1.0,0.0,2.0
debris,5.0,0.0,1.0
decalcified,1.0,0.0,0.0
decibel,2.0,0.0,0.0
decibels,1.0,0.0,0.0
decide,1.0,0.0,2.0
decline,0.0,0.0,1.0
declining,0.0,2.0,0.0
decompression,1.0,2.0,0.0
decongestant,3.0,0.0,0.0
decongestants,9.0,0.0,0.0
decortication,0.0,0.0,1.0
decrease,3.0,14.0,15.0
decreased,7.0,10.0,46.0
decreases,1.0,2.0,6.0
decreasing,0.0,1.0,14.0
deep,3.0,5.0,23.0
deepbreathing,0.0,2.0,7.0
deeply,1.0,0.0,3.0
deepseated,1.0,0.0,0.0
defect,0.0,5.0,2.0
defectincrease,0.0,0.0,1.0
defects,0.0,5.0,3.0
defenses,0.0,0.0,2.0
deficiencies,0.0,1.0,1.0
deficiency,1.0,3.0,3.0
deficient,0.0,2.0,0.0
deficit,0.0,1.0,0.0
define,0.0,2.0,0.0
defined,2.0,1.0,0.0
defines,0.0,1.0,1.0
definite,0.0,2.0,1.0
definition,1.0,0.0,0.0
definitive,0.0,1.0,5.0
deflate,0.0,0.0,1.0
deflation,0.0,0.0,1.0
deflection,1.0,0.0,0.0
deflects,1.0,0.0,0.0
deformans,0.0,1.0,0.0
deformed,0.0,5.0,0.0
deforming,0.0,1.0,0.0
deformities,1.0,11.0,0.0
deformity,4.0,41.0,0.0
degeneration,1.0,12.0,0.0
degenerative,0.0,7.0,0.0
degree,3.0,10.0,6.0
degrees,1.0,8.0,2.0
dehumidifies,1.0,0.0,0.0
dehydration,5.0,0.0,4.0
delay,1.0,2.0,0.0
delayed,2.0,2.0,2.0
delaying,0.0,0.0,1.0
delineate,0.0,1.0,0.0
delirium,0.0,0.0,1.0
deliver,0.0,0.0,1.0
delivered,0.0,0.0,2.0
deliveries,0.0,0.0,1.0
delivers,1.0,0.0,1.0
delivery,6.0,5.0,4.0
deltoid,0.0,1.0,0.0
demands,0.0,2.0,1.0
demineralization,0.0,1.0,0.0
demonstrate,1.0,3.0,0.0
demonstrated,0.0,1.0,0.0
demonstrates,0.0,1.0,1.0
demonstrating,0.0,0.0,2.0
denervation,0.0,1.0,0.0
denis,0.0,1.0,0.0
dense,0.0,2.0,2.0
density,0.0,5.0,1.0
dental,2.0,0.0,1.0
dents,0.0,3.0,0.0
denuded,0.0,0.0,1.0
department,0.0,3.0,3.0
depend,2.0,0.0,1.0
dependent,1.0,0.0,3.0
depending,4.0,3.0,13.0
depends,3.0,6.0,7.0
depicted,3.0,1.0,1.0
deposited,0.0,1.0,3.0
deposition,1.0,1.0,1.0
deposits,0.0,15.0,1.0
depress,0.0,1.0,3.0
depressed,1.0,0.0,1.0
depresses,0.0,0.0,1.0
depression,1.0,3.0,4.0
depressionhead,0.0,0.0,1.0
depressions,0.0,1.0,0.0
deprives,0.0,1.0,0.0
depth,0.0,0.0,6.0
der,0.0,1.0,0.0
derivative,0.0,0.0,1.0
derivatives,1.0,0.0,0.0
derived,0.0,0.0,1.0
derives,0.0,0.0,1.0
dermatitis,1.0,1.0,0.0
dermatologic,2.0,0.0,0.0
derotation,0.0,1.0,0.0
ders,0.0,3.0,0.0
descending,0.0,1.0,0.0
descends,0.0,0.0,1.0
descent,1.0,0.0,0.0
describe,2.0,0.0,2.0
described,0.0,1.0,1.0
describes,1.0,0.0,0.0
desensitization,1.0,0.0,0.0
designed,0.0,2.0,9.0
designer,0.0,0.0,1.0
desired,0.0,0.0,2.0
despite,2.0,3.0,4.0
destroy,0.0,1.0,0.0
destroyed,2.0,2.0,2.0
destroying,0.0,0.0,1.0
destroys,0.0,0.0,3.0
destruction,4.0,7.0,8.0
destructive,1.0,1.0,0.0
detach,0.0,1.0,0.0
detaches,0.0,1.0,0.0
detail,1.0,0.0,0.0
detailed,2.0,1.0,0.0
details,0.0,1.0,0.0
detect,3.0,7.0,10.0
detectable,0.0,0.0,1.0
detected,0.0,1.0,0.0
detecting,0.0,1.0,1.0
detection,0.0,0.0,4.0
detects,4.0,0.0,7.0
deteriorate,0.0,2.0,1.0
deteriorated,0.0,2.0,0.0
deteriorates,2.0,1.0,0.0
deteriorating,0.0,0.0,1.0
deterioration,0.0,7.0,5.0
determination,1.0,0.0,2.0
determine,6.0,5.0,10.0
determined,1.0,0.0,2.0
determines,3.0,0.0,1.0
determining,1.0,0.0,2.0
devastating,0.0,0.0,2.0
develop,7.0,9.0,22.0
developed,1.0,0.0,1.0
developing,4.0,2.0,5.0
development,6.0,8.0,8.0
developmental,0.0,8.0,0.0
develops,3.0,11.0,22.0
deviate,0.0,2.0,0.0
deviated,11.0,0.0,0.0
deviation,6.0,3.0,4.0
deviations,0.0,0.0,1.0
device,1.0,2.0,2.0
devices,2.0,8.0,0.0
dexa,0.0,2.0,0.0
dexterity,0.0,3.0,0.0
dextrose,0.0,0.0,1.0
di,2.0,0.0,1.0
diabetes,4.0,8.0,5.0
diabetic,1.0,1.0,2.0
diagnos,5.0,6.0,9.0
diagnose,0.0,2.0,2.0
diagnosed,1.0,0.0,1.0
diagnosing,1.0,2.0,3.0
diagnosis,49.0,51.0,71.0
diagnosisantimicrobial,0.0,0.0,1.0
diagnosissupportive,0.0,0.0,1.0
diagnostic,7.0,9.0,17.0
diagnostically,1.0,1.0,0.0
dial,0.0,0.0,1.0
dialysis,0.0,1.0,3.0
diameter,0.0,0.0,8.0
diaper,0.0,1.0,1.0
diapers,0.0,2.0,0.0
diaphoresis,1.0,0.0,3.0
diaphoretic,0.0,0.0,2.0
diaphragm,0.0,0.0,15.0
diaphragmatic,0.0,1.0,1.0
diaphy,0.0,1.0,0.0
diaphysis,0.0,1.0,0.0
diarrhea,0.0,0.0,2.0
diarthroses,0.0,1.0,0.0
diastolic,0.0,0.0,2.0
diathermy,1.0,2.0,0.0
diazepam,2.0,1.0,0.0
diazoxide,0.0,0.0,1.0
did,0.0,2.0,0.0
die,0.0,1.0,2.0
died,0.0,0.0,1.0
diet,2.0,8.0,12.0
dietary,0.0,8.0,1.0
dieting,0.0,1.0,0.0
dietitian,0.0,0.0,1.0
differ,1.0,0.0,1.0
difference,0.0,1.0,0.0
differences,0.0,0.0,2.0
different,2.0,1.0,2.0
differential,2.0,3.0,1.0
differentiate,2.0,1.0,2.0
differentiating,2.0,0.0,0.0
differentiation,1.0,0.0,1.0
differing,0.0,1.0,0.0
difficult,1.0,7.0,3.0
difficulty,4.0,4.0,5.0
diffuse,2.0,1.0,16.0
diffusely,0.0,0.0,1.0
diffuses,0.0,0.0,4.0
diffusing,0.0,0.0,7.0
digested,1.0,0.0,0.0
digits,0.0,1.0,0.0
digoxin,0.0,0.0,4.0
dilatation,0.0,0.0,2.0
dilatations,0.0,0.0,1.0
dilate,0.0,0.0,2.0
dilated,1.0,0.0,1.0
dilates,0.0,0.0,1.0
dilation,0.0,0.0,5.0
dilations,0.0,0.0,1.0
diligent,1.0,0.0,0.0
diligently,0.0,0.0,1.0
diltiazem,0.0,0.0,1.0
dilute,0.0,1.0,0.0
dim,1.0,0.0,0.0
dimenhydrinate,2.0,0.0,0.0
diminish,0.0,1.0,1.0
diminished,0.0,2.0,12.0
diminishes,0.0,1.0,0.0
dioxide,0.0,0.0,3.0
diphenhydramine,2.0,1.0,0.0
diphtheria,1.0,0.0,2.0
dips,0.0,2.0,0.0
direct,5.0,3.0,5.0
directed,0.0,0.0,1.0
direction,3.0,0.0,1.0
directions,0.0,1.0,0.0
directly,2.0,2.0,7.0
directs,0.0,0.0,1.0
disabilities,0.0,1.0,0.0
disability,4.0,11.0,6.0
disabled,1.0,0.0,0.0
disablement,1.0,0.0,0.0
disabling,0.0,3.0,1.0
disappear,3.0,0.0,1.0
disappeared,0.0,1.0,0.0
discard,0.0,0.0,1.0
discharge,26.0,11.0,10.0
discharged,1.0,4.0,2.0
discharges,0.0,1.0,0.0
discloses,1.0,0.0,0.0
discolored,1.0,0.0,0.0
discomfort,8.0,7.0,3.0
disconnection,0.0,0.0,1.0
discontinue,1.0,0.0,1.0
discovered,0.0,1.0,0.0
discrepancies,0.0,1.0,0.0
discrepancy,0.0,1.0,0.0
discrete,0.0,0.0,1.0
discretion,1.0,0.0,1.0
discrimination,1.0,0.0,0.0
discuss,0.0,0.0,1.0
discussed,1.0,0.0,0.0
discussion,0.0,0.0,1.0
disease,35.0,91.0,131.0
diseasecausing,0.0,0.0,1.0
diseased,4.0,0.0,1.0
diseasefor,0.0,0.0,1.0
diseasenorth,0.0,0.0,1.0
diseases,4.0,9.0,19.0
diseasesfor,0.0,0.0,3.0
disequilibrium,0.0,0.0,1.0
disinfectant,0.0,0.0,1.0
disinfecting,0.0,0.0,1.0
disintegrate,0.0,1.0,0.0
disintegration,0.0,1.0,0.0
disk,0.0,31.0,0.0
diskis,0.0,1.0,0.0
disks,0.0,10.0,0.0
dislocate,0.0,1.0,0.0
dislocated,0.0,3.0,0.0
dislocation,0.0,14.0,0.0
dislocations,0.0,2.0,0.0
dislodge,0.0,0.0,1.0
dislodged,0.0,0.0,2.0
dislodges,0.0,0.0,2.0
disorder,14.0,18.0,12.0
disorders,15.0,8.0,22.0
disordersmyocardial,0.0,0.0,1.0
disordersmyxedema,0.0,0.0,1.0
disorganized,0.0,1.0,0.0
disorientation,1.0,0.0,1.0
displace,0.0,0.0,1.0
displaced,0.0,1.0,0.0
displacement,2.0,4.0,0.0
display,0.0,0.0,2.0
displays,0.0,1.0,0.0
disposable,0.0,1.0,3.0
disposal,0.0,0.0,1.0
dispose,0.0,1.0,4.0
disrupting,1.0,0.0,0.0
disruption,1.0,3.0,2.0
dissecting,0.0,0.0,1.0
disseminated,1.0,0.0,1.0
dissociation,0.0,1.0,0.0
dissolution,0.0,0.0,1.0
dissolve,0.0,0.0,1.0
distal,0.0,6.0,3.0
distant,0.0,0.0,1.0
distend,0.0,0.0,1.0
distended,0.0,1.0,2.0
distensibility,0.0,0.0,1.0
distention,1.0,3.0,7.0
distinct,0.0,0.0,1.0
distinctive,1.0,0.0,0.0
distinctly,2.0,0.0,0.0
distinguish,1.0,1.0,4.0
distinguished,0.0,1.0,2.0
distinguishes,1.0,0.0,0.0
distinguishing,0.0,0.0,2.0
distorted,1.0,0.0,0.0
distortion,0.0,1.0,1.0
distorts,0.0,0.0,2.0
distraction,0.0,1.0,0.0
distress,4.0,2.0,24.0
distributed,0.0,1.0,1.0
distributes,0.0,0.0,1.0
distributing,0.0,1.0,0.0
distribution,0.0,3.0,1.0
disturbance,1.0,1.0,4.0
disturbances,0.0,2.0,5.0
disturbed,0.0,0.0,2.0
disuse,0.0,1.0,0.0
diuresis,0.0,1.0,1.0
diuretic,2.0,1.0,1.0
diuretics,0.0,1.0,8.0
diureticsfurosemide,0.0,0.0,1.0
divarication,0.0,1.0,0.0
diversional,0.0,0.0,1.0
diversionary,0.0,0.0,1.0
diversions,0.0,1.0,0.0
diverts,2.0,0.0,0.0
divided,0.0,0.0,1.0
diving,4.0,0.0,0.0
dizziness,7.0,1.0,1.0
dizzy,2.0,0.0,0.0
dminister,0.0,0.0,1.0
do,1.0,7.0,8.0
doc,0.0,0.0,1.0
document,1.0,0.0,0.0
documented,1.0,0.0,0.0
dodia,0.0,0.0,1.0
doe,0.0,0.0,1.0
does,3.0,4.0,5.0
doesnt,6.0,9.0,12.0
doi,0.0,0.0,6.0
doibco,0.0,1.0,0.0
doiijccmijccm__,0.0,0.0,1.0
doiiranjradiol,0.0,1.0,0.0
doijama,0.0,0.0,1.0
doijamjmed,0.0,0.0,1.0
doijjot,0.0,1.0,0.0
doim,0.0,1.0,0.0
doimmwrmme,0.0,0.0,1.0
doinejmcp,1.0,0.0,0.0
doing,1.0,0.0,0.0
doinpr,0.0,0.0,1.0
doinprb,0.0,0.0,1.0
doipeds,0.0,0.0,1.0
doirespcare,0.0,0.0,3.0
dois,2.0,0.0,6.0
doisz,0.0,0.0,2.0
doiturkthoracj,0.0,0.0,1.0
dom,0.0,1.0,0.0
dominant,3.0,2.0,0.0
don,0.0,2.0,0.0
done,3.0,8.0,4.0
doneiodine,0.0,2.0,0.0
dont,5.0,8.0,7.0
door,0.0,0.0,1.0
dopa,0.0,1.0,0.0
dor,0.0,1.0,0.0
dormant,0.0,1.0,1.0
dorsal,0.0,2.0,0.0
dorsalis,0.0,3.0,0.0
dorsiflexion,0.0,4.0,0.0
dorsomedial,0.0,1.0,0.0
dosage,0.0,1.0,1.0
dosages,0.0,0.0,1.0
dose,1.0,0.0,0.0
doses,1.0,2.0,2.0
dosing,0.0,0.0,1.0
dot,0.0,0.0,2.0
double,1.0,0.0,0.0
dow,2.0,4.0,0.0
dowager,0.0,1.0,0.0
down,2.0,6.0,4.0
downward,1.0,2.0,0.0
dpt,0.0,0.0,1.0
dr,0.0,1.0,0.0
drain,3.0,1.0,3.0
drainage,43.0,13.0,39.0
drained,0.0,2.0,1.0
draining,1.0,1.0,0.0
drains,1.0,0.0,0.0
dramatic,0.0,0.0,1.0
dramatically,0.0,0.0,1.0
drastically,2.0,0.0,0.0
drate,0.0,1.0,0.0
draw,0.0,0.0,2.0
drawing,0.0,1.0,1.0
drawn,2.0,1.0,1.0
dreifuss,0.0,1.0,0.0
dressing,7.0,3.0,2.0
dressings,2.0,8.0,5.0
dressler,0.0,0.0,1.0
dried,1.0,1.0,0.0
dries,0.0,1.0,0.0
drill,1.0,0.0,0.0
drilling,0.0,1.0,0.0
drink,5.0,3.0,1.0
drinking,1.0,0.0,0.0
drinks,1.0,1.0,0.0
drip,5.0,0.0,2.0
drive,0.0,0.0,10.0
driver,0.0,0.0,1.0
driving,2.0,0.0,0.0
drooling,2.0,0.0,1.0
drooping,2.0,0.0,0.0
drop,2.0,1.0,0.0
droplet,0.0,0.0,3.0
droplets,0.0,0.0,4.0
dropping,1.0,0.0,0.0
drops,7.0,1.0,0.0
drowning,0.0,1.0,1.0
drowsiness,0.0,2.0,1.0
drug,3.0,12.0,15.0
drugresistant,0.0,0.0,3.0
drugs,6.0,14.0,13.0
drugsopioids,0.0,0.0,1.0
drumlikeover,0.0,0.0,1.0
dry,9.0,15.0,7.0
dryer,0.0,2.0,0.0
drying,0.0,4.0,0.0
dryness,0.0,0.0,1.0
drysuction,0.0,0.0,2.0
dualenergy,0.0,1.0,0.0
duchenne,0.0,13.0,0.0
duck,0.0,1.0,0.0
duct,1.0,0.0,0.0
ducts,0.0,0.0,2.0
ductus,0.0,0.0,1.0
due,7.0,17.0,15.0
dull,2.0,1.0,2.0
dullness,0.0,0.0,6.0
dullthese,0.0,0.0,1.0
duodenum,0.0,1.0,0.0
dur,2.0,0.0,0.0
dura,1.0,0.0,0.0
duration,3.0,1.0,6.0
during,43.0,46.0,51.0
dusky,0.0,2.0,0.0
duskyred,0.0,1.0,0.0
dust,2.0,0.0,15.0
dusty,1.0,0.0,0.0
dvt,0.0,0.0,2.0
dy,2.0,0.0,0.0
dye,0.0,1.0,1.0
dynamic,0.0,0.0,2.0
dyscrasia,1.0,0.0,0.0
dyscrasias,2.0,0.0,0.0
dysfunction,9.0,2.0,2.0
dysfunctions,0.0,0.0,1.0
dysphagia,6.0,0.0,1.0
dysplasia,0.0,14.0,1.0
dyspnea,6.0,2.0,54.0
dystrophies,0.0,6.0,0.0
dystrophin,0.0,3.0,0.0
dystrophy,0.0,30.0,1.0
e,20.0,15.0,9.0
each,3.0,15.0,11.0
eak,0.0,0.0,1.0
ealth,0.0,0.0,1.0
ear,150.0,3.0,1.0
earache,1.0,0.0,1.0
eardrops,12.0,0.0,0.0
earlier,0.0,2.0,0.0
earliest,0.0,1.0,0.0
earlobe,1.0,0.0,0.0
earlobes,0.0,0.0,1.0
early,14.0,31.0,28.0
earlystage,1.0,0.0,0.0
earmuffs,1.0,0.0,0.0
earphones,1.0,0.0,0.0
earplugs,8.0,0.0,0.0
earrings,3.0,0.0,0.0
ears,12.0,1.0,1.0
eases,0.0,0.0,1.0
easier,0.0,3.0,0.0
easily,0.0,3.0,2.0
easles,0.0,0.0,1.0
eastern,0.0,0.0,1.0
easy,2.0,1.0,1.0
easytoeat,0.0,0.0,1.0
eat,0.0,0.0,4.0
eathing,0.0,0.0,1.0
eating,3.0,2.0,5.0
eaton,1.0,0.0,0.0
ecchymoses,0.0,0.0,1.0
echo,1.0,0.0,0.0
echocardiogram,0.0,0.0,1.0
echocardiography,0.0,0.0,3.0
ecovery,1.0,0.0,0.0
ecstasy,0.0,0.0,1.0
ects,1.0,1.0,0.0
ed,1.0,0.0,3.0
edema,23.0,11.0,52.0
edematous,10.0,1.0,2.0
edge,0.0,3.0,0.0
edges,1.0,12.0,0.0
edial,0.0,1.0,0.0
educating,2.0,0.0,0.0
education,2.0,2.0,0.0
eeks,3.0,2.0,2.0
eep,0.0,1.0,0.0
effect,2.0,3.0,1.0
effective,8.0,11.0,9.0
effectively,1.0,1.0,2.0
effectiveness,0.0,3.0,4.0
effects,11.0,17.0,16.0
efficiency,0.0,0.0,1.0
efficient,0.0,0.0,2.0
efficiently,1.0,0.0,1.0
effort,1.0,0.0,3.0
efforts,0.0,1.0,0.0
effused,0.0,0.0,1.0
effusion,3.0,2.0,24.0
effusions,0.0,2.0,16.0
eg,5.0,2.0,4.0
eggshell,0.0,0.0,1.0
ehold,1.0,0.0,0.0
eighth,3.0,0.0,0.0
either,3.0,3.0,5.0
ejection,0.0,0.0,1.0
el,0.0,5.0,1.0
elastic,0.0,2.0,2.0
elastin,0.0,1.0,0.0
elbow,0.0,16.0,0.0
elbows,0.0,3.0,1.0
elder,3.0,4.0,2.0
elderly,3.0,7.0,4.0
electrical,0.0,1.0,0.0
electrocardiogram,0.0,1.0,1.0
electrocardiogramarrhythmias,0.0,0.0,1.0
electrocardiography,0.0,0.0,2.0
electrocautery,1.0,0.0,0.0
electrocochleography,1.0,0.0,0.0
electrocution,0.0,1.0,0.0
electroencephalogram,1.0,0.0,0.0
electrolyte,0.0,1.0,10.0
electrolytes,0.0,0.0,2.0
electrolyteshypokalemia,0.0,0.0,1.0
electromyogram,0.0,1.0,0.0
electromyography,0.0,3.0,0.0
electronystagmography,2.0,0.0,0.0
elects,1.0,0.0,0.0
elements,1.0,0.0,0.0
elevate,3.0,7.0,1.0
elevated,1.0,14.0,16.0
elevatedsupportive,0.0,0.0,1.0
elevatedtreat,0.0,0.0,1.0
elevates,0.0,0.0,1.0
elevating,1.0,0.0,1.0
elevation,0.0,3.0,2.0
elevations,1.0,0.0,1.0
elevators,1.0,0.0,0.0
elicit,2.0,2.0,0.0
eliminate,1.0,1.0,2.0
eliminates,2.0,0.0,1.0
eliminating,1.0,1.0,0.0
elimination,2.0,2.0,2.0
ell,0.0,1.0,2.0
elongated,1.0,1.0,0.0
else,0.0,0.0,1.0
elsewhere,1.0,1.0,0.0
emales,0.0,1.0,0.0
emature,0.0,0.0,1.0
emb,0.0,0.0,2.0
embedded,0.0,1.0,0.0
emboli,0.0,0.0,19.0
embolic,0.0,0.0,1.0
embolism,0.0,0.0,18.0
embolization,3.0,0.0,1.0
embolus,0.0,0.0,6.0
embolusfloats,0.0,0.0,1.0
embryo,0.0,1.0,0.0
embryonic,0.0,1.0,0.0
emergency,3.0,2.0,8.0
emery,0.0,1.0,0.0
emesis,2.0,0.0,0.0
emission,3.0,0.0,1.0
emissions,1.0,0.0,0.0
emotional,3.0,15.0,10.0
emphas,1.0,0.0,0.0
emphasis,1.0,0.0,0.0
emphasize,3.0,7.0,5.0
emphasizes,0.0,2.0,0.0
emphasizing,1.0,0.0,1.0
emphysema,0.0,0.0,15.0
emphysematous,0.0,0.0,1.0
empirical,0.0,0.0,1.0
employment,1.0,0.0,0.0
empty,0.0,1.0,1.0
emptying,1.0,0.0,1.0
empyema,0.0,0.0,19.0
en,0.0,1.0,1.0
enables,1.0,0.0,1.0
encased,0.0,0.0,1.0
enclosing,0.0,1.0,1.0
encourage,15.0,25.0,31.0
encouragement,1.0,2.0,0.0
encouraging,0.0,1.0,3.0
end,3.0,8.0,4.0
enddiastolic,0.0,0.0,1.0
ended,0.0,0.0,2.0
endemic,0.0,0.0,1.0
ender,0.0,1.0,0.0
endings,0.0,0.0,1.0
endocarditis,2.0,0.0,3.0
endocrine,0.0,3.0,1.0
endolymph,2.0,0.0,0.0
endolymphatic,9.0,0.0,0.0
endos,0.0,1.0,0.0
endoscope,0.0,1.0,0.0
endoscopic,2.0,1.0,0.0
endoscopy,1.0,0.0,0.0
endothelial,0.0,0.0,4.0
endotracheal,0.0,0.0,3.0
endplate,0.0,1.0,0.0
ends,0.0,2.0,0.0
endstage,0.0,0.0,1.0
energetic,1.0,0.0,0.0
energy,0.0,1.0,4.0
enforce,2.0,2.0,0.0
engaging,0.0,1.0,0.0
england,1.0,0.0,0.0
engorged,1.0,1.0,0.0
engulfing,0.0,0.0,1.0
enhanc,0.0,1.0,0.0
enhance,1.0,0.0,3.0
enhancing,0.0,0.0,1.0
enlarge,0.0,3.0,1.0
enlarged,3.0,1.0,4.0
enlargement,3.0,6.0,6.0
enlarges,1.0,0.0,1.0
enlarging,1.0,0.0,2.0
enlist,0.0,1.0,0.0
enough,5.0,6.0,1.0
enroll,0.0,0.0,2.0
ensitivity,1.0,0.0,0.0
ensuing,0.0,1.0,0.0
ensure,4.0,6.0,7.0
ent,3.0,1.0,0.0
entails,0.0,1.0,0.0
enter,3.0,1.0,3.0
entering,1.0,0.0,2.0
enteropathy,0.0,0.0,1.0
enters,0.0,0.0,7.0
ential,1.0,0.0,0.0
entially,0.0,2.0,0.0
entire,0.0,5.0,4.0
entirely,1.0,1.0,0.0
entirety,1.0,0.0,0.0
entity,0.0,1.0,0.0
entrap,0.0,0.0,1.0
entrapment,0.0,1.0,0.0
entry,0.0,0.0,1.0
envelop,0.0,0.0,1.0
environment,7.0,1.0,5.0
environmental,0.0,2.0,3.0
environments,1.0,0.0,1.0
enzymatic,0.0,1.0,0.0
enzyme,0.0,2.0,4.0
enzymes,0.0,1.0,1.0
eosinophil,0.0,0.0,1.0
eosinophilic,0.0,0.0,1.0
eosinophils,0.0,0.0,1.0
ep,0.0,0.0,1.0
epbreathe,0.0,0.0,1.0
epicardium,0.0,0.0,1.0
epicondyle,0.0,5.0,0.0
epicondylitis,0.0,8.0,0.0
epidemically,1.0,0.0,1.0
epidemics,0.0,0.0,1.0
epidural,2.0,1.0,0.0
epigastric,0.0,0.0,2.0
epigastrium,0.0,0.0,1.0
epiglottal,0.0,0.0,2.0
epiglottic,0.0,0.0,2.0
epiglottis,2.0,0.0,6.0
epiglottitis,2.0,0.0,16.0
epinephrine,3.0,0.0,1.0
epiphyseal,0.0,4.0,0.0
epiphyses,0.0,1.0,0.0
epiphysis,0.0,15.0,0.0
epiphysitis,0.0,1.0,0.0
episode,0.0,0.0,1.0
episodes,7.0,2.0,3.0
episodic,1.0,0.0,0.0
epistaxis,27.0,0.0,1.0
epithelial,5.0,0.0,5.0
epithelium,3.0,0.0,4.0
eport,2.0,0.0,0.0
epr,0.0,0.0,1.0
equal,0.0,1.0,1.0
equalization,1.0,0.0,0.0
equalize,1.0,0.0,0.0
equally,1.0,3.0,2.0
equals,0.0,1.0,1.0
equilibrium,4.0,0.0,0.0
equina,0.0,1.0,0.0
equinovarus,0.0,2.0,0.0
equinus,0.0,3.0,0.0
equipment,1.0,4.0,12.0
er,0.0,1.0,0.0
eradicate,0.0,0.0,1.0
erode,1.0,0.0,0.0
eroded,1.0,0.0,0.0
erodes,2.0,3.0,0.0
erosion,0.0,2.0,1.0
erosions,0.0,3.0,0.0
erroneous,0.0,1.0,0.0
eruptions,1.0,0.0,1.0
erupts,0.0,1.0,0.0
erve,1.0,1.0,3.0
erythema,2.0,0.0,0.0
erythematosus,0.0,1.0,1.0
erythematous,1.0,1.0,0.0
erythrocyte,0.0,3.0,2.0
erythrocytosis,0.0,0.0,1.0
erythromycin,0.0,0.0,2.0
es,4.0,3.0,3.0
escape,1.0,0.0,1.0
escent,2.0,0.0,0.0
escents,0.0,1.0,0.0
eskimos,0.0,0.0,1.0
esophageal,1.0,0.0,2.0
esophagus,1.0,0.0,0.0
especially,13.0,31.0,22.0
ess,1.0,0.0,1.0
essential,1.0,4.0,1.0
essentially,0.0,0.0,2.0
essure,1.0,0.0,8.0
establish,1.0,1.0,6.0
established,3.0,2.0,2.0
establishes,0.0,1.0,0.0
establishing,0.0,1.0,1.0
estimate,0.0,0.0,1.0
estimated,0.0,1.0,2.0
estlessness,1.0,0.0,0.0
estrogen,0.0,2.0,0.0
ests,0.0,0.0,1.0
et,2.0,3.0,42.0
